,flat_price,rooms,area,living_area,kitchen_area,floor,finishing,deal_type,house_age,wall_material,house_series,house_floors,elevator,latitude,longitude,center_distance
7893,23.95,2.0,57.0,35.0,14.0,11.0,Евро,Свободная продажа,2022.0,Монолитный,Серия неизвестна,15.0,есть,55.77235,37.700783,5.684527517630074
7895,8.45,1.0,32.5,18.7,6.0,9.0,Требует ремонта,Свободная продажа,1976.0,Панельный,II-49,9.0,есть,55.608531,37.513781,17.25991613114082
7896,19.5,3.0,72.3,43.9,10.1,8.0,Евро,Альтернатива,2000.0,Железобетон,П-44,17.0,есть,55.861393,37.564293,12.63230063586322
7897,11.999,1.0,38.0,16.0,9.0,13.0,Дизайнерский,Свободная продажа,1998.0,Смешанные,П-44,14.0,есть,55.856331,37.563557,12.102751570780626
7898,40.0,4.0,137.0,79.50650510204082,124.0,9.0,Не известно,Свободная продажа,2011.0,Монолитный,II-01,33.0,есть,55.678707,37.634631,8.228900669150368
7899,8.8,1.0,35.0,14.0,11.0,12.0,Евро,Свободная продажа,2020.0,Монолитно-кирпичный,Серия неизвестна,14.0,есть,55.5004,37.5216,28.658897115824868
7900,47.5,3.0,114.0,72.0,8.0,6.0,Евро,Свободная продажа,1916.0,Кирпичный,v-кирпичный,8.0,есть,55.785574,37.606712,3.8016341236455546
7901,8.2,1.0,29.2,13.7,9.5,3.0,Евро,Свободная продажа,2022.0,Монолитный,Серия неизвестна,14.0,есть,55.544367,37.458714,25.19163198645558
7902,17.0,3.0,59.0,44.6,6.0,5.0,Евро,Альтернатива,1967.0,Панельный,II-49,9.0,есть,55.652009,37.526007,12.537626047878994
7903,17.4,2.0,55.0,35.0,9.0,4.0,Требует ремонта,Свободная продажа,1959.0,Кирпичный,01-пз индивидуальный проект,8.0,есть,55.687655,37.527678,9.12961137904344
7904,12.8,1.0,31.9,21.5,5.3,1.0,Евро,Свободная продажа,1964.0,Железобетон,01-пз индивидуальный проект,9.0,есть,55.779504,37.525136,6.569721153896079
7905,9.7,1.0,35.7,20.0,10.0,3.0,Косметический,Свободная продажа,1965.0,Блочный,п 18/22,12.0,есть,55.785387,37.460753,10.530818792688352
7906,15.5,1.0,32.0,21.6,5.3,7.0,Дизайнерский,Свободная продажа,1964.0,Блочный,II-18-0109Б,9.0,есть,55.768891,37.67837,4.245869109951368
7907,65.0,6.0,228.0,172.84647887323945,26.970886075949366,6.0,Косметический,Свободная продажа,1914.0,Смешанные,01-пз индивидуальный проект,7.0,есть,55.755388,37.60054,1.1436325557580782
7908,39.0,2.0,68.6,34.4,19.9,5.0,Косметический,Альтернатива,1949.0,Кирпичный,01-пз индивидуальный проект,10.0,есть,55.749435,37.582179,2.250809169404669
7909,18.0,3.0,59.4,40.0,8.0,4.0,Евро,Свободная продажа,1969.0,Панельный,II-49,9.0,есть,55.670823,37.651008,9.276704108359155
7910,8.9,1.0,33.0,19.0,7.0,7.0,Евро,Свободная продажа,1968.0,Железобетон,II-49,9.0,есть,55.816773,37.815866,14.371261269568414
7911,17.0,3.0,58.7,50.12529182879378,6.0,5.0,Не известно,Неизвестно,1972.0,Блочный,II-49,9.0,есть,55.631102,37.514383,14.947316561283383
7912,9.0,1.0,42.8,20.5,9.7,2.0,Евро,Свободная продажа,2018.0,Блочный,Серия неизвестна,3.0,Неизвестно,55.536069,37.146469,38.189539641066176
7913,15.6,3.0,68.0,50.12529182879378,7.0,7.0,Косметический,Альтернатива,1970.0,Блочный,1МГ-601,9.0,есть,55.686645,37.68977,8.56963561128184
7914,68.129,1.0,71.4,18.754882337030025,10.147291568535092,5.0,Требует ремонта,Свободная продажа,1887.0,Кирпичный,Серия неизвестна,4.0,Неизвестно,55.753716,37.597729,1.2705841114080079
7915,8.8,1.0,32.3,16.8,7.0,1.0,Дизайнерский,Свободная продажа,1973.0,Панельный,II-57,12.0,есть,55.76795,37.82882,13.370216361863482
7916,14.86,2.0,50.0,23.0,13.0,4.0,Отсутствует,Свободная продажа,2020.0,Монолитный,Серия неизвестна,8.0,есть,55.567774,37.441727,23.311160597452087
7917,21.8,3.0,99.8,38.7,31.0,8.0,Отсутствует,Свободная продажа,2021.0,Монолитный,Серия неизвестна,22.0,есть,55.632413,37.415694,18.403996603419312
7918,85.0,4.0,181.0,79.50650510204082,18.169964664310953,8.0,под ключ,Свободная продажа,2010.0,Монолитный,Серия неизвестна,48.0,есть,55.661333,37.509352,12.178657186223814
7919,20.5,4.0,102.0,64.0,11.0,6.0,Косметический,Свободная продажа,2005.0,Панельный,1605-АМ-12,20.0,есть,55.710078,37.39232,14.911013358743514
7920,37.0,2.0,79.0,56.0,22.8,27.0,Требует ремонта,Свободная продажа,2017.0,Железобетон,II-01,33.0,есть,55.672905,37.524327,10.583790178791833
7922,19.0,1.0,49.0,25.5,11.0,3.0,Не известно,Свободная продажа,1959.0,Кирпичный,01-пз индивидуальный проект,8.0,есть,55.756452,37.715534,6.160661898982986
7923,50.0,3.0,109.5,73.0,13.0,15.0,Евро,Свободная продажа,2010.0,Монолитный,01-пз индивидуальный проект,23.0,есть,55.701648,37.498644,9.34969725014581
7924,20.41,3.0,65.0,44.0,10.0,6.0,Отсутствует,Свободная продажа,1973.0,Кирпичный,II-68,12.0,есть,55.772188,37.681721,4.602975463455468
7925,45.0,3.0,126.0,89.0,9.0,9.0,Отсутствует,Неизвестно,2018.0,Монолитный,01-пз индивидуальный проект,16.0,есть,55.710377,37.646031,4.963366494376139
7927,69.9,3.0,120.0,63.4,12.0,8.0,Дизайнерский,Свободная продажа,1975.0,Кирпичный,01-пз индивидуальный проект,12.0,есть,55.72562,37.609865,2.9782621226810235
7928,13.45,3.0,89.3,46.0,14.0,1.0,Косметический,Альтернатива,2017.0,Панельный,Серия неизвестна,19.0,есть,55.592581,37.20689,31.356840627973696
7929,9.5,1.0,37.8,19.0,8.0,9.0,Евро,Альтернатива,2008.0,Панельный,П-44Т,17.0,есть,55.588003,37.376491,23.744538495056855
7930,10.7,1.0,36.6,18.6,7.5,2.0,Косметический,Свободная продажа,1984.0,Блочный,01-пз индивидуальный проект,14.0,есть,55.708587,37.640668,5.043554568191225
7932,19.3,1.0,47.2,22.0,13.0,9.0,Не известно,Свободная продажа,2008.0,Монолитный,01-пз индивидуальный проект,14.0,есть,55.665167,37.613907,9.670565532883362
7933,23.9,2.0,46.0,26.6,13.9,4.0,Требует ремонта,Свободная продажа,2023.0,Монолитный,Серия неизвестна,29.0,есть,55.718831,37.655391,4.385520870735677
7934,87.0,3.0,123.5,81.0,12.3,4.0,Евро,Свободная продажа,2001.0,Кирпичный,II-01,18.0,есть,55.769388,37.580795,3.0208932806392554
7935,13.8,2.0,43.4,30.0,9.0,5.0,Не известно,Свободная продажа,2015.0,Монолитный,121. многоквартирный дом,26.0,есть,55.841261,37.494422,12.593083531407029
7936,28.0,3.0,64.0,50.0,10.0,7.0,Отсутствует,Свободная продажа,2018.0,Смешанные,Серия неизвестна,19.0,есть,55.784303,37.562775,4.98349717332311
7937,30.9,5.0,94.0,56.3,16.9,10.0,Дизайнерский,Свободная продажа,2007.0,Железобетон,П-46М,14.0,есть,55.883308,37.536275,15.485859179772058
7938,8.5,1.0,37.5,16.5,10.6,14.0,Не известно,Свободная продажа,2016.0,Железобетон,01-пз индивидуальный проект,17.0,есть,55.515594,37.356944,31.024627576569337
7939,7.45,1.0,21.6,10.5,5.8,6.0,С отделкой,Свободная продажа,2025.0,Панельный,Серия неизвестна,25.0,есть,55.663629,37.73244,12.198221490637126
7940,28.7,3.0,80.0,54.0,10.0,4.0,Дизайнерский,Свободная продажа,1961.0,Кирпичный,инд. i,9.0,есть,55.669518,37.628882,9.209847780558892
7941,42.0,3.0,90.7,70.0,7.0,8.0,Дизайнерский,Свободная продажа,2006.0,Блочный,Серия неизвестна,20.0,Неизвестно,55.722183,37.61309,3.3324180063459745
7942,13.6,1.0,38.8,19.1,16.0,19.0,Дизайнерский,Свободная продажа,2012.0,Панельный,КОПЭ,22.0,есть,55.711184,37.404124,14.16843414199059
7943,23.9,3.0,82.9,50.3,10.9,2.0,Евро,Свободная продажа,2001.0,Железобетон,П-44Т,17.0,есть,55.858923,37.563063,12.388509858757782
7944,13.5,2.0,46.0,32.0,5.6,7.0,Косметический,Альтернатива,1970.0,Железобетон,II-49,9.0,есть,55.806757,37.614204,6.1006582913404
7945,10.0,1.0,35.0,18.754882337030025,10.0,10.0,Не известно,Неизвестно,1972.0,Блочный,И-209а,14.0,есть,55.721823,37.834875,14.047592002334062
7946,85.6,5.0,125.2,122.89572649572649,22.97391304347826,7.0,Отсутствует,Свободная продажа,1996.5014386607377,Монолитный,Серия неизвестна,14.0,Неизвестно,55.715515,37.498195,8.537768178247017
7947,24.49,2.0,75.5,37.6,12.7,2.0,Евро,Свободная продажа,2017.0,Монолитный,II-01,19.0,есть,55.822407,37.43207,14.039908160805208
7948,13.6,1.0,38.2,19.0,9.0,12.0,Косметический,Свободная продажа,2000.0,Кирпичный,П-44Т,17.0,есть,55.752977,37.713045,5.985656955143633
7949,69.0,3.0,87.0,26.0,30.0,9.0,Дизайнерский,Свободная продажа,2013.0,Монолитный,Серия неизвестна,14.0,есть,55.722142,37.618569,3.324603802356816
7950,24.5,3.0,70.0,43.0,10.6,4.0,Косметический,Свободная продажа,2021.0,Монолитный,Серия неизвестна,17.0,Неизвестно,55.856548,37.404537,17.726505456299986
7951,17.7,2.0,52.0,28.0,8.5,16.0,Евро,Свободная продажа,1986.0,Панельный,П-44,17.0,есть,55.626792,37.524947,15.112227168695325
7953,16.0,2.0,51.0,23.4,21.8,21.0,Отсутствует,Свободная продажа,2022.0,Монолитный,Серия неизвестна,25.0,Неизвестно,55.824976,37.412478,15.225551123593062
7954,11.99,2.0,44.6,19.8,11.2,13.0,Отсутствует,Свободная продажа,2023.0,Монолитный,Серия неизвестна,23.0,Неизвестно,55.770856,37.517985,6.604487354184593
7955,11.2,1.0,37.4,16.3,11.0,5.0,Евро,Свободная продажа,2022.0,Монолитный,Серия неизвестна,14.0,есть,55.592118,37.443784,20.896137235364453
7956,16.8,2.0,59.0,20.0,34.0,2.0,Дизайнерский,Свободная продажа,2015.0,Монолитный,ар-1/36,3.0,Неизвестно,55.518204,37.397171,29.504167536394107
7957,13.6,2.0,55.7,40.0,11.527034035656403,7.0,Отсутствует,Свободная продажа,2022.0,Монолитный,Серия неизвестна,22.0,есть,55.821927,37.438619,13.670531329637795
7958,8.0,1.0,34.3,18.754882337030025,11.0,4.0,Не известно,Неизвестно,2022.0,Монолитный,Серия неизвестна,14.0,есть,55.544367,37.458714,25.19163198645558
7959,18.7,2.0,51.0,31.0,8.0,4.0,Евро,Альтернатива,1974.0,Монолитный,и-1168 а-3,9.0,есть,55.739113,37.470419,9.362265561755573
7960,12.999999,1.0,38.3,18.0,10.0,4.0,Евро,Свободная продажа,1953.0,Кирпичный,"14/14, индивидуальный",5.0,Неизвестно,55.667503,37.630948,9.444090943141008
7961,10.9,1.0,49.9,20.0,14.0,8.0,Евро,Свободная продажа,2014.0,Панельный,а-типовой,16.0,есть,55.570502,37.489113,21.768237488016247
7962,104.0,2.0,99.0,55.0,21.0,6.0,Евро,Свободная продажа,1998.0,Кирпичный,01-пз индивидуальный проект,7.0,есть,55.747718,37.588431,1.9008154379009459
7963,11.95,1.0,38.8,20.8,8.5,2.0,Дизайнерский,Альтернатива,1978.0,Железобетон,П-47,12.0,есть,55.78856,37.468254,10.226752491821633
7964,13.2,1.0,39.8,19.5,10.0,5.0,Не известно,Свободная продажа,2022.0,Монолитный,Серия неизвестна,30.0,Неизвестно,55.7167,37.7696,10.31802029297724
7965,14.3,1.0,44.0,21.0,15.0,2.0,Отсутствует,Свободная продажа,2021.0,Монолитный,Серия неизвестна,24.0,есть,55.840042,37.495123,12.459140559335392
7966,14.5,2.0,55.0,31.0,8.0,5.0,Косметический,Свободная продажа,1959.0,Кирпичный,01-пз индивидуальный проект,5.0,Неизвестно,55.678864,37.576735,8.540605673757929
7967,207.493311,3.0,142.0,95.0,20.0,8.0,Не известно,Свободная продажа,2009.0,Монолитный,01-пз индивидуальный проект,11.0,есть,55.757273,37.649732,2.0931254267823736
7968,17.95,3.0,70.0,47.0,7.0,1.0,Евро,Свободная продажа,1958.0,Кирпичный,1-511,5.0,Неизвестно,55.761198,37.537092,5.1656060138063635
7969,14.99,2.0,39.0,20.0,10.0,3.0,Дизайнерский,Свободная продажа,2022.0,Монолитный,Серия неизвестна,9.0,Неизвестно,55.638546,37.426052,17.459656940289772
7970,41.0,4.0,117.0,85.0,22.8,10.0,Отсутствует,Свободная продажа,2019.0,Монолитный,Серия неизвестна,32.0,есть,55.751665,37.526295,5.741756780137604
7971,25.5,2.0,67.0,32.24744287268771,20.0,13.0,Требует ремонта,Свободная продажа,2022.0,Монолитный,Серия неизвестна,14.0,есть,55.689238,37.653676,7.3435835005932475
7972,27.0,3.0,80.4,50.12529182879378,22.6,2.0,Не известно,Неизвестно,2020.0,Монолитно-кирпичный,Серия неизвестна,21.0,есть,55.772502,37.497486,7.886208496612354
7973,12.2,1.0,38.8,19.1,8.5,11.0,Не известно,Альтернатива,1995.0,Железобетон,П-44,17.0,есть,55.662953,37.555463,10.658916706702543
7974,11.35,1.0,39.9,17.0,8.7,13.0,Евро,Свободная продажа,2013.0,Панельный,ГМС-1 (ГМС-2001),18.0,есть,55.713785,37.400674,14.284554829592674
7975,32.0,4.0,102.2,64.0,10.0,19.0,Косметический,Альтернатива,2005.0,Монолитный,КОПЭ,22.0,есть,55.658114,37.516431,12.240132226722771
7976,12.0,1.0,39.4,21.0,9.0,5.0,Косметический,Свободная продажа,1979.0,Железобетон,П-46,12.0,есть,55.875258,37.662785,14.011085147994969
7977,44.7,3.0,88.0,50.0,20.0,17.0,Евро,Свободная продажа,2007.0,Монолитный,"14/14, индивидуальный",23.0,есть,55.738637,37.490227,8.144770820736433
7978,10.5,1.0,37.7,22.8,7.0,3.0,Дизайнерский,Альтернатива,1967.0,Железобетон,ii-18,9.0,есть,55.825441,37.758725,12.045369327479596
7979,27.0,1.0,55.0,39.0,10.0,10.0,Не известно,Свободная продажа,2012.0,Монолитный,"14/14, индивидуальный",14.0,есть,55.652197,37.473042,14.360493156036393
7980,16.999,1.0,42.1,18.754882337030025,19.0,12.0,Не известно,Неизвестно,2021.0,Монолитный,Серия неизвестна,28.0,есть,55.717888,37.429627,12.412012396271301
7981,14.7,1.0,40.2,17.0,6.0,9.0,Дизайнерский,Свободная продажа,2020.0,Монолитный,01-пз индивидуальный проект,25.0,есть,55.644877,37.70267,13.067702641605083
7982,9.2,1.0,32.0,21.0,6.0,1.0,Косметический,Альтернатива,1964.0,Блочный,II-18-0109Б,9.0,есть,55.654066,37.580831,11.14761842794154
7983,25.99,4.0,129.0,62.4,17.2,1.0,Не известно,Свободная продажа,2020.0,Монолитно-кирпичный,Серия неизвестна,17.0,есть,55.591559,37.44647,20.861420271206445
7984,13.9,1.0,40.8,18.754882337030025,13.8,4.0,Не известно,Неизвестно,2023.0,Монолитный,Серия неизвестна,28.0,Неизвестно,55.829512,37.403585,15.96673441015287
7985,48.0,4.0,145.0,80.0,15.0,24.0,Косметический,Свободная продажа,2002.0,Монолитный,01-пз индивидуальный проект,28.0,есть,55.790089,37.496129,8.731164549199114
7986,9.25,1.0,38.6,19.3,11.9,4.0,Требует ремонта,Свободная продажа,1981.0,Панельный,1-511,12.0,есть,55.723643,37.384433,14.990885407371994
7987,42.3,3.0,84.7,50.12529182879378,13.041893539211703,28.0,Отсутствует,Свободная продажа,1961.0,Панельный,К-7,5.0,Неизвестно,55.773348,37.474677,9.289584345571985
7988,28.0,3.0,99.0,45.0,30.0,4.0,Евро,Альтернатива,1957.0,Кирпичный,01-пз индивидуальный проект,5.0,Неизвестно,55.800762,37.567285,6.284752877192849
7990,12.3,1.0,42.0,14.8,10.0,8.0,Евро,Свободная продажа,2017.0,Монолитный,а-типовой,26.0,есть,55.557948,37.557268,21.937482698120743
7991,16.5,2.0,48.0,24.0,15.5,1.0,Дизайнерский,Свободная продажа,2016.0,Монолитный,01-пз индивидуальный проект,12.0,есть,55.657672,37.425054,16.03198196315996
7992,14.15,2.0,51.7,30.3,9.8,6.0,Евро,Свободная продажа,2013.0,Панельный,П-44Т,17.0,есть,55.704184,37.934121,20.579105990716034
7993,18.0,3.0,80.0,43.2,14.7,8.0,Евро,Свободная продажа,2015.0,Панельный,"14/14, индивидуальный",9.0,есть,55.701623,37.940256,21.026580222801407
7994,19.4,1.0,33.0,17.1,8.9,3.0,Косметический,Свободная продажа,1966.0,Кирпичный,II-29,9.0,есть,55.775819,37.616288,2.6536128439154347
7995,32.0,3.0,70.0,50.12529182879378,15.0,9.0,Евро,Свободная продажа,1941.0,Кирпичный,01-пз индивидуальный проект,7.0,есть,55.773064,37.600936,2.571477916902125
7996,18.5,3.0,72.7,43.0,9.5,8.0,Косметический,Свободная продажа,2012.0,Панельный,ГМС-1 (ГМС-2001),16.0,есть,55.713537,37.402794,14.165834951048716
7997,97.0,4.0,123.0,79.50650510204082,18.169964664310953,12.0,С отделкой,Свободная продажа,2019.0,Монолитный,Серия неизвестна,19.0,есть,55.65727,37.55902,11.17407095295708
7998,25.5,2.0,64.7,33.3,14.0,18.0,Дизайнерский,Свободная продажа,2022.0,Панельный,Серия неизвестна,25.0,Неизвестно,55.776705,37.539688,5.618495871126022
7999,18.9,2.0,63.0,25.0,21.0,5.0,Не известно,Свободная продажа,2022.0,Монолитный,Серия неизвестна,23.0,есть,55.726857,37.749724,8.750361374534938
8000,10.7,2.0,50.1,34.0,6.0,5.0,Косметический,Свободная продажа,1975.0,Железобетон,II-49,9.0,есть,55.984179,37.187576,37.32938998408657
8001,9.2,1.0,38.9,20.5,8.0,1.0,Не известно,Свободная продажа,1982.0,Железобетон,П-46,12.0,есть,55.849342,37.449839,15.110517508464534
8002,10.9,1.0,40.0,19.0,7.5,17.0,Косметический,Свободная продажа,2008.0,Железобетон,П-44,17.0,есть,55.690116,37.71786,9.330596736044372
8003,11.1,2.0,44.0,26.0,6.0,2.0,Косметический,Свободная продажа,1971.0,Панельный,II-49,9.0,есть,55.724018,37.829557,13.665326580586324
8005,8.2,1.0,36.2,16.1,9.9,6.0,Евро,Свободная продажа,2022.0,Монолитно-кирпичный,Серия неизвестна,16.0,Неизвестно,55.521155,37.352372,30.656524409588876
8006,14.9,2.0,40.0,22.4,7.5,7.0,Косметический,Свободная продажа,1965.0,Кирпичный,II-18-0109МИК,12.0,есть,55.808073,37.639527,6.391157788194054
8007,8.136,1.0,45.2,19.1,10.2,3.0,Евро,Свободная продажа,2022.0,Монолитный,Серия неизвестна,4.0,Неизвестно,55.474306,37.26201,38.18786842549486
8008,22.4,2.0,57.0,40.0,12.0,27.0,Дизайнерский,Свободная продажа,2020.0,Монолитный,Серия неизвестна,39.0,Неизвестно,55.809115,37.757826,10.84925986573256
8009,78.396,4.0,166.8,79.50650510204082,18.169964664310953,8.0,Не известно,Неизвестно,2019.0,Монолитно-кирпичный,Серия неизвестна,16.0,Неизвестно,55.7902,37.5671,5.309281897163454
8010,11.5,1.0,39.0,20.0,10.0,3.0,Косметический,Альтернатива,1976.0,Железобетон,П-30,12.0,есть,55.866738,37.598798,12.829905260117375
8011,14.7,3.0,50.0,35.0,6.0,2.0,Евро,Свободная продажа,1977.0,Монолитный,II-49,9.0,есть,55.59336,37.535323,18.407609440808773
8012,15.39,1.0,42.3,15.3,12.5,12.0,Евро,Свободная продажа,2022.0,Монолитный,Серия неизвестна,29.0,Неизвестно,55.727841,37.450872,10.820409893534881
8013,17.2659,2.0,85.9,41.5,11.6,4.0,Не известно,Свободная продажа,2013.0,Блочный,"14/14, индивидуальный",45.0,есть,55.579688,37.671085,19.475936415068023
8014,9.9,1.0,32.4,18.7,6.0,5.0,Косметический,Свободная продажа,1975.0,Железобетон,II-49,9.0,есть,55.867556,37.603361,12.897449355559345
8015,9.5,1.0,35.0,19.9,9.7,12.0,Требует ремонта,Альтернатива,1965.0,Блочный,ii-18-01,12.0,есть,55.806418,37.762758,10.93249751127455
8016,15.3,2.0,39.0,24.0,7.0,13.0,Косметический,Свободная продажа,1970.0,Блочный,И-209а,14.0,есть,55.804005,37.451429,11.934364790356785
8017,170.0,5.0,185.0,122.89572649572649,22.97391304347826,5.0,Под чистовой ремонт,Свободная продажа,2012.0,Монолитный,01-пз индивидуальный проект,7.0,есть,55.742853,37.585763,2.251215436079613
8019,12.8,2.0,52.3,29.7,10.4,5.0,Отсутствует,Свободная продажа,2020.0,Монолитный,Серия неизвестна,22.0,есть,55.6324,37.4128,18.531153324537087
8020,21.5,2.0,53.9,32.24744287268771,10.0,4.0,Не известно,Неизвестно,1983.0,Блочный,И-522а,16.0,есть,55.824041,37.576465,8.428482994590253
8021,44.0,3.0,119.0,66.0,14.0,14.0,Отсутствует,Свободная продажа,2014.0,Монолитный,"14/14, индивидуальный",35.0,есть,55.703079,37.495087,9.436544322931688
8022,23.7,2.0,71.2,34.3,11.3,9.0,Евро,Свободная продажа,2001.0,Монолитный,01-пз индивидуальный проект,10.0,есть,55.794846,37.608014,4.809328789311827
8023,68.9,3.0,130.0,66.0,16.0,5.0,Дизайнерский,Свободная продажа,1912.0,Кирпичный,01-пз индивидуальный проект,6.0,есть,55.769681,37.636796,2.3038371755804707
8024,38.5,3.0,103.1,50.12529182879378,20.0,8.0,Дизайнерский,Свободная продажа,2007.0,Монолитно-кирпичный,"14/14, индивидуальный",26.0,есть,55.606822,37.589536,16.260472444584142
8025,280.0,3.0,182.2,42.0,87.7,5.0,Отсутствует,Свободная продажа,2018.0,Монолитный,01-пз индивидуальный проект,9.0,есть,55.743517,37.644737,1.9409751024832689
8026,16.3,2.0,42.9,27.1,8.0,8.0,Евро,Альтернатива,1968.0,Железобетон,II-01,25.0,есть,55.826529,37.650343,8.5464445313056
8027,10.9,2.0,45.0,28.0,6.0,1.0,Косметический,Свободная продажа,1967.0,Панельный,515-i,5.0,Неизвестно,55.815524,37.813396,14.167669372098157
8028,12.5,3.0,54.4,43.7,7.1,4.0,Косметический,Свободная продажа,1986.0,Панельный,Серия неизвестна,9.0,есть,55.431085,36.86871,59.21752536406666
8029,140.0,3.0,112.0,80.0,15.0,13.0,Дизайнерский,Неизвестно,2019.0,Иные,Серия неизвестна,28.0,есть,55.736184,37.499866,7.609162075614172
8030,28.5,3.0,75.0,54.0,10.2,3.0,Не известно,Альтернатива,1982.0,Железобетон,II-68,22.0,есть,55.803484,37.407438,14.387376080432594
8031,10.9,1.0,53.0,18.754882337030025,10.0,3.0,Не известно,Неизвестно,2012.0,Кирпичный,01-пз индивидуальный проект,15.0,есть,55.566975,37.474228,22.492935279833663
8032,27.88,2.0,78.0,38.0,12.0,8.0,Евро,Свободная продажа,2004.0,Панельный,И-155,18.0,есть,55.664152,37.55513,10.542641592684612
8033,9.9,1.0,37.7,18.8,9.7,15.0,Евро,Свободная продажа,2014.0,Панельный,П-44К,18.0,есть,55.703322,37.933833,20.586894986455377
8034,21.3,2.0,58.7,33.8,10.5,19.0,Косметический,Свободная продажа,2002.0,Железобетон,ктжс,22.0,есть,55.659917,37.518488,12.001348168337454
8035,13.5,1.0,44.0,22.3,10.2,15.0,Косметический,Свободная продажа,2020.0,Монолитный,Серия неизвестна,15.0,Неизвестно,55.795813,37.76583,10.496406730976652
8036,112.765,3.0,118.7,50.12529182879378,20.0,3.0,Не известно,Неизвестно,2022.0,Монолитный,Серия неизвестна,14.0,есть,55.725534,37.570501,4.18141618110366
8037,8.3,1.0,27.5,15.0,7.0,6.0,Не известно,Альтернатива,1975.0,Панельный,1-515-9,9.0,есть,55.849635,37.521426,12.435807645603699
8038,22.0,3.0,79.0,45.8,10.2,6.0,Косметический,Альтернатива,1985.0,Панельный,П-3,17.0,есть,55.640843,37.528711,13.58284812891262
8039,10.0,1.0,31.5,17.1,8.0,5.0,Не известно,Свободная продажа,1966.0,Железобетон,II-57,9.0,есть,55.807415,37.768148,11.275836324338465
8040,7.7,1.0,34.2,19.5,9.5,14.0,Косметический,Свободная продажа,1974.0,Блочный,II-68,16.0,есть,55.596966,37.648915,17.371864813816643
8041,85.0,4.0,143.0,81.0,25.0,5.0,Дизайнерский,Свободная продажа,2000.0,Кирпичный,01-пз индивидуальный проект,9.0,есть,55.774527,37.592195,2.9767931522448254
8042,8.299,1.0,35.0,19.6,10.0,2.0,Не известно,Альтернатива,1973.0,Железобетон,II-68,12.0,есть,55.733254,37.830635,13.533508136642736
8043,13.8,1.0,40.0,17.1,11.7,17.0,Евро,Свободная продажа,2016.0,Монолитный,а-монолит,20.0,есть,55.633409,37.321524,22.832432693323145
8044,9.3,1.0,39.4,18.754882337030025,10.147291568535092,11.0,Отсутствует,Альтернатива,1977.0,Железобетон,П-47,12.0,есть,55.774831,37.827383,13.403635140814718
8045,1.95,1.0,15.1,5.0,3.0,1.0,Косметический,Свободная продажа,1962.0,Панельный,01-пз индивидуальный проект,8.0,есть,55.800909,37.582565,5.875744905350117
8046,150.0,4.0,151.2,79.50650510204082,18.169964664310953,14.0,С отделкой,Свободная продажа,2021.0,Блочный,Серия неизвестна,5.0,Неизвестно,55.75896,37.609254,0.9402834945758844
8047,31.9,2.0,50.5,32.24744287268771,19.4,4.0,Евро,Свободная продажа,1920.0,Кирпичный,a-ii-43,6.0,есть,55.769904,37.640776,2.463014260196292
8048,22.8,4.0,93.3,60.0,10.0,6.0,Косметический,Свободная продажа,1938.0,Кирпичный,01-пз индивидуальный проект,6.0,есть,55.683392,37.682359,8.651120258630588
8049,11.55,1.0,38.5,17.8,9.0,9.0,Евро,Свободная продажа,2013.0,Кирпичный,01-пз индивидуальный проект,17.0,есть,55.567418,37.475477,22.41623869138399
8050,12.5,1.0,35.7,16.0,10.0,6.0,Косметический,Альтернатива,1973.0,Монолитный,И-209а,14.0,есть,55.748599,37.716315,6.201902879809885
8051,9.3,1.0,37.6,14.5,10.9,6.0,Требует ремонта,Неизвестно,2019.0,Монолитный,Серия неизвестна,15.0,есть,55.568471,37.498213,21.77393241887916
8052,125.0,3.0,125.0,70.0,10.0,4.0,Дизайнерский,Свободная продажа,2005.0,Монолитный,01-пз индивидуальный проект,8.0,есть,55.739017,37.60381,1.6893184974345714
8053,17.0,1.0,33.0,18.754882337030025,7.0,47.0,Евро,Свободная продажа,2010.0,Монолитный,"14/14, индивидуальный",48.0,есть,55.780846,37.449147,11.058626215510042
8054,70.0,4.0,140.0,77.0,28.0,15.0,Отсутствует,Свободная продажа,2014.0,Монолитный,Серия неизвестна,21.0,есть,55.704093,37.493156,9.471766018957629
8055,29.8,2.0,75.0,45.0,22.0,11.0,Дизайнерский,Свободная продажа,2015.0,Монолитный,"14/14, индивидуальный",21.0,есть,55.756376,37.508975,6.846148225528359
8056,17.8,2.0,45.0,30.0,6.0,3.0,Косметический,Свободная продажа,1964.0,Железобетон,515-i,5.0,Неизвестно,55.679331,37.674445,8.84093604369161
8057,13.5,1.0,33.0,20.0,6.0,2.0,Косметический,Свободная продажа,1962.0,Блочный,515-i,5.0,Неизвестно,55.820263,37.630005,7.639262184928769
8058,35.0,2.0,62.9,32.6,13.8,4.0,Дизайнерский,Свободная продажа,2020.0,Железобетон,"14/14, индивидуальный",21.0,есть,55.809004,37.647091,6.60871531232748
8059,11.5,3.0,66.0,40.0,20.0,5.0,Отсутствует,Свободная продажа,2019.0,Монолитный,Серия неизвестна,12.0,есть,55.551008,37.31299,29.47530165915933
8060,36.0,3.0,104.8,65.0,17.9,5.0,Евро,Свободная продажа,2002.0,Монолитный,Серия неизвестна,27.0,есть,55.774426,37.46184,10.099577211625883
